elan_nomresi_list,seher,marka,model,buraxilis_ili,ban_novu,reng,muherrik,muherrik_gucu,yanacaq_novu,yurus,suretler_qutusu,oturucu,yeni,qiymet
6324217,Zaqatala,LADA (VAZ),2112,2007,Hetçbek / Liftbek,Qara,1.5 L,75 a.g.,Benzin,245 362 km,Mexaniki,Ön,Xeyr,8 000 AZN
6600256,Bərdə,Mercedes,E 200,1997,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,327 153 km,Avtomat,Arxa,Xeyr,11 200 AZN
6600257,Qazax,LADA (VAZ),21011,1984,Sedan,Bej,0.2 L,65 a.g.,Benzin,222 000 km,Mexaniki,Arxa,Xeyr,2 400 AZN
6600233,Bakı,Nissan,Sunny,2013,Sedan,Ağ,1.5 L,99 a.g.,Benzin,175 000 km,Avtomat,Ön,Xeyr,14 500 AZN
6600259,Bakı,Mercedes,C 180,1993,Sedan,Ağ,1.8 L,122 a.g.,Benzin,360 580 km,Avtomat,Arxa,Xeyr,7 200 AZN
6600232,Bakı,Chevrolet,Cruze,2015,Sedan,Boz,1.4 L,141 a.g.,Benzin,245 000 km,Avtomat,Ön,Xeyr,15 200 AZN
6600244,Sumqayıt,LADA (VAZ),2106,2004,Sedan,Göy,1.5 L,65 a.g.,Benzin,80 000 km,Mexaniki,Arxa,Xeyr,4 600 AZN
6600248,Sumqayıt,Toyota,Prius,2008,Hetçbek / Liftbek,Mavi,1.5 L,76 a.g.,Hibrid,293 000 km,Avtomat,Ön,Xeyr,12 500 AZN
6503750,Bakı,Toyota,Camry,2019,Sedan,Göy,2.5 L,200 a.g.,Benzin,42 000 km,Avtomat,Ön,Xeyr,25 450 $
6542832,Bakı,Toyota,Prado,2013,Offroader / SUV,Ağ,2.7 L,163 a.g.,Benzin,150 000 km,Avtomat,Tam,Xeyr,32 500 $
6596620,Bakı,Opel,Astra,2005,Hetçbek / Liftbek,Boz,1.4 L,90 a.g.,Benzin,187 000 km,Mexaniki,Ön,Xeyr,10 600 AZN
6600177,Bakı,BMW,X5,2018,Offroader / SUV,Ağ,2.0 L,245 a.g.,Plug-in Hibrid,29 000 km,Avtomat,Tam,Xeyr,48 500 $
6559623,Bakı,LADA (VAZ),Niva,2021,Offroader / SUV,Ağ,1.7 L,80 a.g.,Benzin,13 550 km,Mexaniki,Tam,Xeyr,20 353 AZN
6600223,Sumqayıt,LADA (VAZ),2107,1995,Sedan,Bej,1.6 L,75 a.g.,Benzin,25 000 km,Mexaniki,Ön,Xeyr,4 500 AZN
6600219,Şamaxı,LADA (VAZ),2107,2004,Sedan,Gümüşü,1.6 L,75 a.g.,Benzin,212 653 km,Mexaniki,Arxa,Xeyr,5 100 AZN
6571023,Bakı,Kia,Optima,2010,Sedan,Boz,2.0 L,165 a.g.,Benzin,163 500 km,Avtomat,Ön,Xeyr,22 700 AZN
6505366,Bakı,Opel,Astra,1999,Universal,Gümüşü,1.8 L,116 a.g.,Benzin,300 336 km,Avtomat,Ön,Xeyr,8 400 AZN
6600218,Bakı,Iran Khodro,Runna,2013,Sedan,Qırmızı,1.6 L,110 a.g.,Benzin,100 000 km,Mexaniki,Ön,Xeyr,16 200 AZN
6515354,Bakı,Kia,Soul,2018,Hetçbek / Liftbek,Qara,1.6 L,132 a.g.,Benzin,40 609 km,Avtomat,Ön,Xeyr,22 842 AZN
6569892,Bakı,Chevrolet,Malibu,2018,Sedan,Yaş Asfalt,1.5 L,163 a.g.,Benzin,60 500 km,Avtomat,Ön,Xeyr,24 600 AZN
6600210,Bakı,Land Rover,Discovery,2018,Offroader / SUV,Qara,2.0 L,240 a.g.,Dizel,58 000 km,Avtomat,Tam,Xeyr,52 000 $
6600206,Bakı,BMW,540,1998,Sedan,Mavi,4.4 L,286 a.g.,Benzin,435 000 km,Avtomat,Arxa,Xeyr,10 800 AZN
6600204,Bakı,Kia,Ceed,2008,Universal,Qara,1.4 L,109 a.g.,Benzin,191 000 km,Mexaniki,Ön,Xeyr,13 500 AZN
6564108,Bakı,BMW,X5,2001,Offroader / SUV,Qara,4.4 L,286 a.g.,Benzin,205 000 km,Avtomat,Tam,Xeyr,15 900 AZN
6563664,Bakı,Mercedes,S 500 4MATiC,2022,Sedan,Gümüşü,3.0 L,435 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,205 000 $
6600201,Bakı,LADA (VAZ),2109,1996,Hetçbek / Liftbek,Ağ,1.5 L,72 a.g.,Benzin,295 000 km,Mexaniki,Ön,Xeyr,4 700 AZN
6532453,Şəki,Mercedes,E 220,2000,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,222 000 km,Mexaniki,Arxa,Xeyr,12 200 AZN
6600190,Tovuz,Lexus,RX 300,2000,Offroader / SUV,Ağ,3.0 L,233 a.g.,Benzin,303 000 km,Avtomat,Arxa,Xeyr,11 500 AZN
6600050,Bakı,LADA (VAZ),2107,2010,Sedan,Qara,1.5 L,72 a.g.,Benzin,132 000 km,Mexaniki,Arxa,Xeyr,7 200 AZN
6600188,Bakı,Kia,Rio,2009,Hetçbek / Liftbek,Yaş Asfalt,1.5 L,110 a.g.,Dizel,270 000 km,Mexaniki,Ön,Xeyr,12 800 AZN
6600197,Bakı,Tofas,Sahin,2006,Sedan,Mavi,1.6 L,86 a.g.,Benzin,96 170 km,Mexaniki,Arxa,Xeyr,7 700 AZN
6572069,Bakı,BMW,X5,2012,Offroader / SUV,Qara,3.0 L,306 a.g.,Dizel,108 000 km,Avtomat,Tam,Xeyr,30 500 $
6600182,Sumqayıt,Volkswagen,Golf,2002,Universal,Gümüşü,2.0 L,115 a.g.,Benzin,302 000 km,Avtomat,Ön,Xeyr,7 200 AZN
6530008,Bakı,Toyota,Prius,2012,Hetçbek / Liftbek,Qara,1.8 L,99 a.g.,Hibrid,201 973 km,Variator,Ön,Xeyr,19 400 AZN
6529997,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,2.0 L,184 a.g.,Dizel,168 500 km,Avtomat,Ön,Xeyr,36 900 AZN
6534548,Bakı,Mercedes,S 560 4MATIC,2018,Sedan,Qara,4.0 L,469 a.g.,Benzin,37 000 km,Avtomat,Tam,Xeyr,104 000 $
6600174,Gəncə,LADA (VAZ),2107,2005,Sedan,Tünd qırmızı,1.5 L,75 a.g.,Benzin,150 000 km,Mexaniki,Arxa,Xeyr,7 000 AZN
6600172,Göyçay,Opel,Astra,2005,Hetçbek / Liftbek,Mavi,1.4 L,90 a.g.,Benzin,200 000 km,Mexaniki,Ön,Xeyr,12 300 AZN
6600172,Göyçay,Opel,Astra,2005,Hetçbek / Liftbek,Mavi,1.4 L,90 a.g.,Benzin,200 000 km,Mexaniki,Ön,Xeyr,12 300 AZN
6600170,Bakı,Kia,Picanto,2014,Hetçbek / Liftbek,Bej,1.0 L,70 a.g.,Benzin,74 410 km,Avtomat,Ön,Xeyr,14 500 AZN
6600179,Sumqayıt,Mercedes,E 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,248 093 km,Avtomat,Arxa,Xeyr,11 900 AZN
6590748,Quba,Subaru,Forester,2007,Offroader / SUV,Qara,2.0 L,150 a.g.,Benzin,380 000 km,Avtomat,Tam,Xeyr,10 800 AZN
6287332,Bakı,Toyota,RAV 4,2021,Offroader / SUV,Ağ,2.5 L,218 a.g.,Hibrid,32 000 km,Avtomat,Tam,Xeyr,37 900 $
6600164,Bərdə,Opel,Astra,2010,Hetçbek / Liftbek,Gümüşü,1.3 L,90 a.g.,Dizel,266 700 km,Mexaniki,Ön,Xeyr,12 200 AZN
6600162,Bakı,Kia,Rio,2009,Hetçbek / Liftbek,Göy,1.4 L,97 a.g.,Benzin,204 000 km,Mexaniki,Ön,Xeyr,12 000 AZN
6600158,Bakı,Chevrolet,Aveo,2015,Hetçbek / Liftbek,Yaş Asfalt,1.4 L,100 a.g.,Benzin,127 000 km,Avtomat,Ön,Xeyr,15 500 AZN
6600155,Bakı,LADA (VAZ),2107,2005,Sedan,Tünd qırmızı,1.6 L,75 a.g.,Benzin,98 000 km,Mexaniki,Tam,Xeyr,5 400 AZN
6600157,Bakı,BMW,320,2007,Sedan,Ağ,2.0 L,170 a.g.,Benzin,310 600 km,Mexaniki,Arxa,Xeyr,14 000 AZN
6589947,Quba,LADA (VAZ),21099,2003,Sedan,Gümüşü,1.6 L,80 a.g.,Benzin,157 000 km,Mexaniki,Ön,Xeyr,6 400 AZN
6586740,Bakı,BMW,528,2011,Sedan,Ağ,2.0 L,245 a.g.,Benzin,203 439 km,Avtomat,Tam,Xeyr,30 800 AZN
6600156,Bakı,Mercedes,C 200,1998,Universal,Qara,2.0 L,136 a.g.,Benzin,245 000 km,Avtomat,Arxa,Xeyr,11 900 AZN
6553424,Sumqayıt,Kia,Ceed,2012,Universal,Gümüşü,1.6 L,128 a.g.,Dizel,262 000 km,Avtomat,Ön,Xeyr,20 000 AZN
6528709,Bakı,Mercedes,C 200,2007,Sedan,Gümüşü,1.8 L,184 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,18 900 AZN
6600145,Bakı,Chevrolet,Cruze,2011,Sedan,Gümüşü,1.4 L,141 a.g.,Benzin,190 000 km,Avtomat,Ön,Xeyr,13 200 AZN
6483398,Bakı,Mercedes,C 220,1994,Sedan,Boz,2.2 L,150 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,5 500 AZN
6530866,Şirvan,LADA (VAZ),2107,2004,Sedan,Ağ,1.6 L,75 a.g.,Benzin,90 000 km,Mexaniki,Arxa,Xeyr,4 400 AZN
6600133,Bakı,LADA (VAZ),2107,2009,Sedan,Ağ,1.6 L,75 a.g.,Benzin,140 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN
6509401,Bakı,Nissan,Tiida,2012,Hetçbek / Liftbek,Qara,1.5 L,109 a.g.,Benzin,58 000 km,Avtomat,Ön,Xeyr,16 300 AZN
6600131,Bakı,Hyundai,Santa Fe,2016,Offroader / SUV,Qırmızı,2.4 L,175 a.g.,Benzin,170 000 km,Avtomat,Tam,Xeyr,42 000 AZN
6472082,Bakı,Toyota,Sequoia,2012,Offroader / SUV,Qara,5.7 L,381 a.g.,Benzin,66 000 km,Avtomat,Tam,Xeyr,48 800 $
6600127,Salyan,LADA (VAZ),2106,1992,Sedan,Bej,1.6 L,75 a.g.,Benzin,131 150 km,Mexaniki,Arxa,Xeyr,3 000 AZN
6600125,Mingəçevir,LADA (VAZ),2115,2003,Sedan,Gümüşü,1.5 L,78 a.g.,Benzin,139 122 km,Mexaniki,Ön,Xeyr,8 000 AZN
6600123,Sumqayıt,Kia,Optima,2013,Sedan,Qara,2.0 L,150 a.g.,Benzin,141 000 km,Avtomat,Ön,Xeyr,23 800 AZN
6600120,Bakı,Opel,Astra,2006,Hetçbek / Liftbek,Yaş Asfalt,1.6 L,101 a.g.,Benzin,271 229 km,Mexaniki,Ön,Xeyr,10 500 AZN
6600115,Bakı,Toyota,Prius,2019,Hetçbek / Liftbek,Yaş Asfalt,1.8 L,98 a.g.,Hibrid,20 000 km,Avtomat,Tam,Xeyr,24 500 $
6581856,Lənkəran,Iran Khodro,Azsamand,2005,Sedan,Qəhvəyi,1.8 L,110 a.g.,Benzin,429 000 km,Mexaniki,Ön,Xeyr,4 700 AZN
6600101,Gəncə,LADA (VAZ),Niva,2014,Offroader / SUV,Göy,1.7 L,80 a.g.,Benzin,110 000 km,Mexaniki,Tam,Xeyr,10 800 AZN
6600080,Bakı,Toyota,Camry,2018,Sedan,Qara,2.5 L,200 a.g.,Benzin,58 500 km,Avtomat,Ön,Xeyr,29 700 $
6600116,Bakı,Kia,Sportage,2008,Offroader / SUV,Gümüşü,2.0 L,140 a.g.,Dizel,94 890 km,Avtomat,Ön,Xeyr,17 700 AZN
6600098,Bakı,Mitsubishi,Pajero,2005,Offroader / SUV,Yaş Asfalt,3.0 L,170 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,12 700 AZN
6600117,Bakı,Hyundai,Creta,2021,Offroader / SUV,Göy,1.6 L,123 a.g.,Benzin,28 000 km,Avtomat,Ön,Xeyr,36 300 AZN
6554964,Bakı,Mercedes,190,1990,Sedan,Yaşıl,2.0 L,122 a.g.,Benzin,265 000 km,Avtomat,Arxa,Xeyr,6 200 AZN
6600107,Zaqatala,LADA (VAZ),21099,1997,Sedan,Göy,1.5 L,65 a.g.,Benzin,429 695 km,Mexaniki,Ön,Xeyr,4 900 AZN
6600097,Qazax,Mercedes,E 200,1992,Sedan,Qırmızı,2.0 L,136 a.g.,Dizel,368 000 km,Mexaniki,Arxa,Xeyr,5 000 AZN
6600096,Bakı,LADA (VAZ),Priora,2015,Hetçbek / Liftbek,Qara,1.6 L,106 a.g.,Benzin,83 000 km,Mexaniki,Ön,Xeyr,12 700 AZN
6600113,Goranboy,LADA (VAZ),2106,2000,Sedan,Mavi,1.6 L,75 a.g.,Benzin,33 500 km,Mexaniki,Arxa,Xeyr,6 300 AZN
6600095,Bakı,Opel,Omega,1994,Sedan,Boz,2.0 L,136 a.g.,Benzin,258 357 km,Avtomat,Arxa,Xeyr,5 500 AZN
6600093,Ağstafa,LADA (VAZ),2115,2009,Sedan,Yaş Asfalt,1.6 L,80 a.g.,Benzin,228 000 km,Mexaniki,Ön,Xeyr,7 300 AZN
6600091,Sumqayıt,Hyundai,Santa Fe,2007,Offroader / SUV,Gümüşü,2.2 L,197 a.g.,Dizel,185 000 km,Avtomat,Tam,Xeyr,21 500 AZN
6426836,Bakı,Mitsubishi,L 200,2020,Pikap,Ağ,2.4 L,137 a.g.,Benzin,0 km,Mexaniki,Tam,Bəli,26 500 $
6600083,Bakı,Porsche,Macan S,2014,Offroader / SUV,Yaş Asfalt,3.0 L,360 a.g.,Benzin,105 231 km,Avtomat,Tam,Xeyr,41 500 $
6600054,Bakı,BMW,520,2017,Sedan,Qara,2.0 L,190 a.g.,Dizel,109 000 km,Avtomat,Arxa,Xeyr,46 000 $
6552701,Bakı,Toyota,Prius,2011,Hetçbek / Liftbek,Gümüşü,1.8 L,99 a.g.,Hibrid,234 000 km,Avtomat,Ön,Xeyr,17 800 AZN
6327155,Bakı,Volkswagen,Golf Plus,2010,Hetçbek / Liftbek,Qara,1.6 L,105 a.g.,Benzin,166 000 km,Avtomat,Ön,Xeyr,12 000 AZN
6600087,Bakı,Hyundai,Elantra,2014,Sedan,Ağ,1.8 L,150 a.g.,Benzin,98 000 km,Avtomat,Ön,Xeyr,25 500 AZN
6571449,Bakı,Mercedes,C 280,1999,Sedan,Ağ,2.8 L,197 a.g.,Benzin,369 163 km,Avtomat,Arxa,Xeyr,14 000 AZN
6600085,Gəncə,BMW,X5,2002,Offroader / SUV,Göy,4.4 L,286 a.g.,Benzin,198 856 km,Avtomat,Tam,Xeyr,16 300 AZN
6600078,Salyan,LADA (VAZ),2104,1995,Universal,Göy,1.6 L,65 a.g.,Benzin,131 134 km,Mexaniki,Arxa,Xeyr,2 800 AZN
6600077,Bakı,BMW,325,2017,Sedan,Qara,2.0 L,218 a.g.,Benzin,35 500 km,Avtomat,Arxa,Xeyr,22 800 $
6600079,Şəki,Mercedes,E 270,2002,Sedan,Ağ,2.7 L,170 a.g.,Dizel,323 000 km,Avtomat,Arxa,Xeyr,17 500 AZN
6573454,Bakı,Mercedes,C 220,2000,Universal,Gümüşü,2.2 L,125 a.g.,Dizel,666 666 km,Avtomat,Arxa,Xeyr,11 500 AZN
6600074,Bakı,Renault,Megane,2007,Universal,Boz,1.5 L,106 a.g.,Dizel,220 000 km,Mexaniki,Ön,Xeyr,10 800 AZN
6600076,Bakı,Mercedes,C 280,1995,Sedan,Boz,2.8 L,197 a.g.,Benzin,500 000 km,Avtomat,Arxa,Xeyr,7 300 AZN
6600069,Sumqayıt,Tofas,Sahin,2004,Sedan,Gümüşü,1.6 L,86 a.g.,Benzin,257 000 km,Mexaniki,Arxa,Xeyr,5 600 AZN
6595400,Bakı,Skoda,Octavia,2019,Hetçbek / Liftbek,Yaş Asfalt,1.4 L,150 a.g.,Benzin,54 000 km,Avtomat,Ön,Xeyr,26 600 AZN
6586262,Sumqayıt,Hyundai,Veracruz,2008,Offroader / SUV,Ağ,3.0 L,255 a.g.,Dizel,225 450 km,Avtomat,Tam,Xeyr,25 900 AZN
6564480,Bakı,Kia,Optima,2012,Sedan,Qara,2.0 L,274 a.g.,Benzin,144 000 km,Avtomat,Ön,Xeyr,21 900 AZN
6600065,Ağsu,LADA (VAZ),2106,1986,Sedan,Bej,1.6 L,75 a.g.,Benzin,35 648 km,Mexaniki,Arxa,Xeyr,4 800 AZN
6599939,Bakı,Mercedes,E 240,2003,Sedan,Qara,2.6 L,170 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,15 700 AZN
6600066,Bakı,Tofas,Sahin,2004,Sedan,Gümüşü,1.6 L,86 a.g.,Benzin,216 000 km,Mexaniki,Arxa,Xeyr,7 400 AZN
6600062,Xaçmaz,Toyota,Land Cruiser,2014,Offroader / SUV,Ağ,4.0 L,282 a.g.,Benzin,73 000 km,Avtomat,Tam,Xeyr,50 000 $
6600061,Bakı,Ford,Fusion,2018,Sedan,Gümüşü,1.5 L,181 a.g.,Benzin,67 000 km,Robotlaşdırılmış,Ön,Xeyr,24 000 AZN
6422415,Bakı,BMW,328,2015,Sedan,Ağ,2.0 L,245 a.g.,Benzin,118 600 km,Avtomat,Arxa,Xeyr,29 500 AZN
5969048,Bakı,Mercedes,G 320,2004,Offroader / SUV,Qara,3.2 L,215 a.g.,Benzin,187 122 km,Avtomat,Tam,Xeyr,42 600 $
6600040,Bakı,LADA (VAZ),2107,2010,Sedan,Qara,1.6 L,75 a.g.,Benzin,75 000 km,Mexaniki,Arxa,Xeyr,7 700 AZN
6423903,Bakı,Mercedes,S 400,2014,Sedan,Qara,3.0 L,333 a.g.,Benzin,159 000 km,Avtomat,Arxa,Xeyr,60 000 $
6423936,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Boz,2.0 L,175 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,34 700 $
6423957,Bakı,Land Rover,Range Rover,2015,Offroader / SUV,Ağ,3.0 L,340 a.g.,Benzin,119 300 km,Avtomat,Tam,Xeyr,79 000 $
6424292,Bakı,Mercedes,E 350,2009,Sedan,Qara,3.5 L,302 a.g.,Benzin,178 200 km,Avtomat,Arxa,Xeyr,19 200 $
6437088,Bakı,BMW,X5,2006,Offroader / SUV,Qara,4.8 L,360 a.g.,Benzin,188 000 km,Avtomat,Tam,Xeyr,27 700 AZN
6437135,Bakı,BMW,X5,2017,Offroader / SUV,Boz,3.0 L,306 a.g.,Benzin,84 700 km,Avtomat,Tam,Xeyr,48 500 $
6600053,Bakı,Mercedes,230 E,1992,Sedan,Yaş Asfalt,2.3 L,150 a.g.,Benzin,600 000 km,Mexaniki,Arxa,Xeyr,5 800 AZN
6542717,Bakı,Mercedes,E 220,2013,Sedan,Gümüşü,2.2 L,170 a.g.,Dizel,110 000 km,Avtomat,Arxa,Xeyr,28 500 $
6438361,Bakı,Chevrolet,Cruze,2016,Sedan,Qara,1.4 L,153 a.g.,Benzin,52 000 km,Avtomat,Ön,Xeyr,18 900 AZN
6452608,Bakı,Mercedes,G 55 AMG,2011,Offroader / SUV,Qara,5.5 L,507 a.g.,Benzin,119 000 km,Avtomat,Tam,Xeyr,58 500 $
6600049,Bakı,Hyundai,Azera,2011,Sedan,Ağ,2.4 L,178 a.g.,Benzin,165 000 km,Avtomat,Ön,Xeyr,25 800 AZN
6490873,Bakı,Land Rover,Range Rover,2010,Offroader / SUV,Boz,5.0 L,510 a.g.,Benzin,155 000 km,Avtomat,Tam,Xeyr,15 500 $
6600048,Qusar,Kia,Sorento,2006,Offroader / SUV,Qara,2.5 L,170 a.g.,Dizel,290 000 km,Avtomat,Tam,Xeyr,18 300 AZN
6514966,Bakı,Mercedes,GL 350,2010,Offroader / SUV,Qara,3.0 L,224 a.g.,Dizel,189 000 km,Avtomat,Tam,Xeyr,29 800 $
6600044,Sumqayıt,BMW,318,1993,Sedan,Yaşıl,1.8 L,115 a.g.,Benzin,110 000 km,Mexaniki,Arxa,Xeyr,4 900 AZN
6600045,Şəki,Volkswagen,Golf,1994,Hetçbek / Liftbek,Qara,2.0 L,115 a.g.,Benzin,120 120 km,Avtomat,Ön,Xeyr,3 500 AZN
6528846,Bakı,Mercedes,S 350,2006,Sedan,Qara,3.5 L,272 a.g.,Benzin,285 000 km,Avtomat,Arxa,Xeyr,26 700 AZN
6545006,Bakı,BMW,750,2009,Sedan,Qara,4.4 L,407 a.g.,Benzin,129 000 km,Avtomat,Arxa,Xeyr,19 900 $
6547736,Bakı,Porsche,Cayenne Turbo,2007,Offroader / SUV,Ağ,3.6 L,290 a.g.,Benzin,192 000 km,Avtomat,Tam,Xeyr,30 000 AZN
6600041,Bakı,Hyundai,Accent,2012,Sedan,Ağ,1.4 L,108 a.g.,Benzin,178 650 km,Avtomat,Ön,Xeyr,16 000 AZN
6600043,Xırdalan,Mitsubishi,Pajero,2007,Offroader / SUV,Qara,3.0 L,188 a.g.,Benzin,270 000 km,Avtomat,Tam,Xeyr,21 800 AZN
6550871,Bakı,Chevrolet,Equinox,2018,Offroader / SUV,Göy,1.5 L,177 a.g.,Benzin,20 000 km,Avtomat,Tam,Xeyr,32 000 AZN
6560597,Bakı,BMW,535,2011,Sedan,Qara,3.0 L,306 a.g.,Benzin,282 000 km,Avtomat,Arxa,Xeyr,23 000 $
6560614,Bakı,BMW,M6,2007,Kupe,Ağ,5.0 L,507 a.g.,Benzin,126 000 km,Avtomat,Arxa,Xeyr,42 000 AZN
6600047,Bakı,LADA (VAZ),2106,2004,Sedan,Ağ,1.6 L,75 a.g.,Benzin,250 000 km,Mexaniki,Arxa,Xeyr,5 500 AZN
6560622,Bakı,Land Rover,Range Rover,2010,Offroader / SUV,Ağ,5.0 L,510 a.g.,Benzin,176 000 km,Avtomat,Tam,Xeyr,33 500 $
