elan_nomresi_list,seher,marka,model,buraxilis_ili,ban_novu,reng,muherrik,muherrik_gucu,yanacaq_novu,yurus,suretler_qutusu,oturucu,yeni,qiymet
6599576,Bakı,Toyota,Prius,2008,Hetçbek / Liftbek,Qızılı,1.5 L,76 a.g.,Hibrid,222 000 km,Variator,Arxa,Xeyr,10 000 AZN
6599627,Bakı,BMW,525,2002,Sedan,Ağ,2.5 L,192 a.g.,Benzin,206 000 km,Avtomat,Arxa,Xeyr,18 300 AZN
6599626,Sumqayıt,Toyota,Prius,2010,Hetçbek / Liftbek,Göy,1.8 L,99 a.g.,Hibrid,265 542 km,Avtomat,Ön,Xeyr,16 800 AZN
6599625,Bakı,Land Rover,Discovery,2017,Offroader / SUV,Yaş Asfalt,3.0 L,340 a.g.,Dizel,124 000 km,Avtomat,Tam,Xeyr,56 400 $
6599623,Bakı,MG,RX8,2021,Offroader / SUV,Qara,2.0 L,225 a.g.,Benzin,9 500 km,Avtomat,Tam,Xeyr,59 000 AZN
6599621,Bakı,Ford,Fusion,2015,Sedan,Gümüşü,1.5 L,181 a.g.,Benzin,108 000 km,Avtomat,Tam,Xeyr,18 500 AZN
6590733,Bakı,Toyota,Avensis,2007,Sedan,Qara,2.0 L,126 a.g.,Dizel,330 000 km,Mexaniki,Ön,Xeyr,14 800 AZN
6599592,Bakı,Nissan,Note,2012,Hetçbek / Liftbek,Qara,1.2 L,79 a.g.,Benzin,88 000 km,Avtomat,Ön,Xeyr,12 800 AZN
6599619,Bakı,LADA (VAZ),2103,1974,Sedan,Yaş Asfalt,1.5 L,65 a.g.,Benzin,75 000 km,Mexaniki,Arxa,Xeyr,3 000 AZN
6599620,Sumqayıt,Ford,Fusion,2013,Sedan,Gümüşü,2.0 L,240 a.g.,Benzin,256 000 km,Avtomat,Ön,Xeyr,19 000 AZN
6599588,Bakı,BMW,528,2015,Sedan,Qara,2.8 L,245 a.g.,Benzin,99 800 km,Avtomat,Arxa,Xeyr,26 200 $
6591187,Bakı,Hyundai,Elantra,2013,Sedan,Qara,1.8 L,150 a.g.,Benzin,100 000 km,Avtomat,Ön,Xeyr,22 300 AZN
6599571,Bakı,LADA (VAZ),2107,2003,Sedan,Ağ,1.6 L,75 a.g.,Benzin,257 000 km,Mexaniki,Arxa,Xeyr,5 100 AZN
6599616,Bakı,Kia,Rio,2006,Sedan,Qırmızı,1.5 L,110 a.g.,Dizel,68 836 km,Avtomat,Ön,Xeyr,13 700 AZN
6599617,Füzuli,LADA (VAZ),2106,1980,Sedan,Qırmızı,1.6 L,75 a.g.,Benzin,99 900 km,Mexaniki,Tam,Xeyr,5 500 AZN
6599306,Bakı,BMW,i3,2015,Hetçbek / Liftbek,Boz,0.0 L,135 a.g.,Elektro,83 000 km,Avtomat,Arxa,Xeyr,22 000 $
6599603,Bakı,Kia,Optima,2016,Sedan,Ağ,1.7 L,141 a.g.,Dizel,172 500 km,Avtomat,Ön,Xeyr,30 900 AZN
6599609,Bakı,Mitsubishi,Pajero io,1999,Offroader / SUV,Ağ,1.8 L,130 a.g.,Benzin,180 300 km,Avtomat,Tam,Xeyr,8 500 AZN
6599610,Cəlilabad,Opel,Astra,1996,Universal,Göy,1.6 L,100 a.g.,Benzin,426 587 km,Avtomat,Ön,Xeyr,4 300 AZN
6599608,Bakı,Opel,Sintra,1998,Hetçbek / Liftbek,Göy,2.2 L,141 a.g.,Benzin,245 874 km,Mexaniki,Ön,Xeyr,4 200 AZN
6599607,Bakı,Chery,A-15 Cowin/Amulet,2007,Sedan,Bej,1.6 L,116 a.g.,Benzin,142 000 km,Avtomat,Ön,Xeyr,5 500 AZN
6599605,Bakı,Kia,Sportage,2010,Offroader / SUV,Qara,2.0 L,163 a.g.,Benzin,187 000 km,Avtomat,Ön,Xeyr,23 700 AZN
6599604,Sumqayıt,Tofas,Sahin,2006,Sedan,Qara,1.6 L,86 a.g.,Plug-in Hibrid,89 000 km,Mexaniki,Arxa,Xeyr,7 200 AZN
6570231,Sumqayıt,Opel,Astra,1999,Universal,Qara,1.6 L,75 a.g.,Benzin,231 321 km,Mexaniki,Ön,Xeyr,8 100 AZN
6599600,Tovuz,Mercedes,C 230,1999,Sedan,Qara,2.3 L,193 a.g.,Benzin,221 619 km,Mexaniki,Arxa,Xeyr,12 300 AZN
6599602,Bakı,Hyundai,Santa Fe,2006,Offroader / SUV,Qara,2.0 L,150 a.g.,Dizel,210 686 km,Mexaniki,Ön,Xeyr,13 800 AZN
6586695,Bakı,Chevrolet,Cruze,2014,Sedan,Yaş Asfalt,1.4 L,141 a.g.,Benzin,165 000 km,Avtomat,Ön,Xeyr,17 500 AZN
6599597,Gəncə,Chevrolet,Cruze,2014,Sedan,Yaş Asfalt,1.4 L,141 a.g.,Benzin,200 000 km,Avtomat,Ön,Xeyr,12 200 AZN
6599594,Salyan,LADA (VAZ),2106,1984,Sedan,Bej,1.5 L,65 a.g.,Benzin,100 000 km,Mexaniki,Arxa,Xeyr,2 700 AZN
6566179,Bakı,Toyota,Prius,2009,Hetçbek / Liftbek,Yaş Asfalt,1.8 L,99 a.g.,Hibrid,246 230 km,Variator,Ön,Xeyr,15 700 AZN
6599590,Bakı,Mercedes,E 320,2003,Sedan,Göy,3.2 L,224 a.g.,Benzin,267 000 km,Avtomat,Arxa,Xeyr,19 200 AZN
6531017,Bakı,BMW,X5,2022,Offroader / SUV,Qara,3.0 L,340 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,122 800 $
5972848,Bakı,BMW,528,2015,Sedan,Ağ,2.0 L,245 a.g.,Benzin,183 600 km,Avtomat,Arxa,Xeyr,20 500 $
6447559,Bakı,BMW,X5,2022,Offroader / SUV,Qara,2.0 L,249 a.g.,Dizel,0 km,Avtomat,Tam,Bəli,93 900 $
6599586,Cəlilabad,BMW,528,1997,Sedan,Göy,2.8 L,193 a.g.,Benzin,248 800 km,Avtomat,Arxa,Xeyr,10 700 AZN
6520756,Bakı,BMW,X5,2022,Offroader / SUV,Göy,3.0 L,340 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,122 800 $
6458188,Bakı,Nissan,Juke,2013,Offroader / SUV,Ağ,1.6 L,200 a.g.,Benzin,78 600 km,Avtomat,Ön,Xeyr,23 800 AZN
6599578,Bakı,Mercedes,190,1991,Sedan,Tünd qırmızı,2.0 L,75 a.g.,Dizel,235 788 km,Mexaniki,Arxa,Xeyr,4 900 AZN
6599575,Bakı,Toyota,Avensis,2006,Universal,Göy,2.0 L,116 a.g.,Dizel,192 000 km,Mexaniki,Ön,Xeyr,16 700 AZN
6599514,Bakı,Audi,A6,2005,Sedan,Ağ,3.2 L,255 a.g.,Benzin,145 000 km,Avtomat,Arxa,Xeyr,16 800 AZN
6516657,Bakı,Kia,Optima,2014,Sedan,Qara,2.0 L,274 a.g.,Benzin,168 000 km,Avtomat,Ön,Xeyr,24 500 AZN
6599574,Bakı,Chevrolet,Cruze,2014,Sedan,Yaş Asfalt,1.4 L,141 a.g.,Benzin,237 000 km,Avtomat,Ön,Xeyr,14 000 AZN
6519421,Bakı,Kia,Optima,2013,Sedan,Ağ,2.4 L,200 a.g.,Benzin,197 000 km,Avtomat,Ön,Xeyr,19 900 AZN
6599569,Xırdalan,LADA (VAZ),2107,2006,Sedan,Göy,1.5 L,65 a.g.,Benzin,18 000 km,Mexaniki,Arxa,Xeyr,6 800 AZN
6599581,Sumqayıt,Jeep,Wrangler,2013,Offroader / SUV,Qara,3.6 L,286 a.g.,Benzin,115 000 km,Avtomat,Tam,Xeyr,28 800 $
5933241,Bakı,Lexus,LX 470,2005,Offroader / SUV,Qara,4.7 L,275 a.g.,Benzin,220 000 km,Avtomat,Tam,Xeyr,32 000 AZN
6599570,Bakı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,490 000 km,Avtomat,Arxa,Xeyr,9 500 AZN
6345017,Bakı,Honda,Accord,2008,Sedan,Qara,2.4 L,190 a.g.,Benzin,263 500 km,Avtomat,Ön,Xeyr,16 900 AZN
6599565,Sabirabad,Mercedes,C 220,1998,Universal,Qara,2.2 L,150 a.g.,Dizel,250 000 km,Avtomat,Arxa,Xeyr,8 600 AZN
6599563,Şirvan,Opel,Astra,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,380 000 km,Avtomat,Ön,Xeyr,80 000 AZN
6599564,Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Ağ,5.0 L,550 a.g.,Benzin,39 000 km,Avtomat,Tam,Xeyr,93 500 $
6545091,Bakı,Opel,Astra,2004,Hetçbek / Liftbek,Gümüşü,1.4 L,90 a.g.,Benzin,234 223 km,Mexaniki,Ön,Xeyr,10 400 AZN
6599561,Bakı,BMW,528,2013,Sedan,Yaş Asfalt,2.0 L,245 a.g.,Benzin,72 000 km,Avtomat,Arxa,Xeyr,20 000 $
6572894,Bakı,Mercedes,E 350,2018,Sedan,Qara,2.0 L,300 a.g.,Benzin,59 000 km,Avtomat,Arxa,Xeyr,52 500 $
5899362,İmişli,Tofas,Sahin,2002,Sedan,Gümüşü,1.6 L,86 a.g.,Benzin,230 000 km,Mexaniki,Arxa,Xeyr,3 700 AZN
6599556,Gəncə,Audi,A6,1999,Sedan,Qara,2.4 L,165 a.g.,Benzin,403 000 km,Avtomat,Ön,Xeyr,6 300 AZN
6599554,Bakı,Hyundai,Sonata,2006,Sedan,Qara,2.0 L,150 a.g.,Dizel,240 000 km,Avtomat,Ön,Xeyr,15 600 AZN
6599553,Gəncə,LADA (VAZ),2107,2010,Sedan,Ağ,1.6 L,75 a.g.,Benzin,100 000 km,Mexaniki,Arxa,Xeyr,3 900 AZN
6599552,Bakı,Chevrolet,Trax,2018,Offroader / SUV,Qara,1.4 L,140 a.g.,Benzin,39 000 km,Robotlaşdırılmış,Ön,Xeyr,21 800 AZN
6599551,Bakı,Iran Khodro,Azsamand,2009,Sedan,Qara,1.8 L,100 a.g.,Benzin,254 688 km,Mexaniki,Ön,Xeyr,4 100 AZN
6595399,Bakı,LADA (VAZ),2107,2006,Sedan,Ağ,1.5 L,65 a.g.,Benzin,81 269 km,Mexaniki,Arxa,Xeyr,6 300 AZN
6599115,Bakı,Kia,Rio,2012,Sedan,Ağ,1.4 L,107 a.g.,Benzin,249 000 km,Avtomat,Ön,Xeyr,15 000 AZN
6599549,Bakı,Mercedes,G 63 AMG,2020,Offroader / SUV,Qara,4.0 L,585 a.g.,Benzin,40 000 km,Avtomat,Tam,Xeyr,240 000 $
6599548,Bakı,Nissan,Note,2011,Hetçbek / Liftbek,Tünd qırmızı,1.5 L,109 a.g.,Benzin,28 000 km,Avtomat,Ön,Xeyr,12 000 AZN
6599547,Bakı,Nissan,Maxima,2002,Sedan,Gümüşü,3.0 L,225 a.g.,Benzin,220 000 km,Avtomat,Ön,Xeyr,8 500 AZN
6541065,Bakı,LADA (VAZ),2106,1985,Sedan,Ağ,1.5 L,65 a.g.,Benzin,150 000 km,Mexaniki,Ön,Xeyr,2 900 AZN
6599541,Şəmkir,Mercedes,E 200,1999,Sedan,Gümüşü,2.0 L,186 a.g.,Benzin,296 000 km,Avtomat,Arxa,Xeyr,14 500 AZN
6599539,Bakı,Hyundai,Sonata,2012,Sedan,Boz,2.0 L,274 a.g.,Benzin,146 918 km,Avtomat,Ön,Xeyr,29 500 AZN
6599538,Bərdə,GAZ,3110,2003,Sedan,Yaş Asfalt,2.4 L,100 a.g.,Benzin,500 000 km,Mexaniki,Arxa,Xeyr,4 000 AZN
6548324,Bakı,Mercedes,E 240,2002,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,410 000 km,Avtomat,Arxa,Xeyr,16 500 AZN
6599537,Sumqayıt,LADA (VAZ),21099,2003,Sedan,Gümüşü,1.6 L,75 a.g.,Benzin,18 000 km,Mexaniki,Ön,Xeyr,5 600 AZN
6599533,Bakı,Mercedes,C 220,1999,Sedan,Göy,2.2 L,125 a.g.,Dizel,293 270 km,Avtomat,Arxa,Xeyr,12 900 AZN
6599531,Sumqayıt,BMW,X5,2001,Offroader / SUV,Gümüşü,4.4 L,286 a.g.,Benzin,287 451 km,Avtomat,Tam,Xeyr,11 300 AZN
6599530,Bakı,Kia,Optima,2010,Sedan,Qara,2.0 L,165 a.g.,Benzin,230 000 km,Avtomat,Ön,Xeyr,21 000 AZN
6540411,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Boz,2.5 L,218 a.g.,Hibrid,0 km,Avtomat,Ön,Bəli,46 000 $
6599525,Mingəçevir,Mitsubishi,Pajero io,2000,Offroader / SUV,Ağ,2.0 L,136 a.g.,Benzin,358 000 km,Avtomat,Tam,Xeyr,9 500 AZN
6599524,Sumqayıt,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,1.7 L,80 a.g.,Benzin,98 321 km,Mexaniki,Tam,Xeyr,7 300 AZN
6599529,Bakı,Volkswagen,Polo,2012,Hetçbek / Liftbek,Ağ,1.4 L,85 a.g.,Benzin,130 000 km,Avtomat,Ön,Xeyr,11 500 AZN
6599522,Ağstafa,LADA (VAZ),Kalina,2007,Sedan,Göy,1.6 L,90 a.g.,Benzin,255 376 km,Mexaniki,Ön,Xeyr,6 500 AZN
6599523,Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,260 000 km,Avtomat,Arxa,Xeyr,9 500 AZN
6571741,Masallı,LADA (VAZ),Priora,2013,Hetçbek / Liftbek,Göy,1.6 L,106 a.g.,Benzin,177 520 km,Mexaniki,Ön,Xeyr,11 000 AZN
6599518,Xaçmaz,LADA (VAZ),2106,1987,Sedan,Qara,1.5 L,65 a.g.,Benzin,50 000 km,Mexaniki,Arxa,Xeyr,2 200 AZN
6547440,Bakı,Chevrolet,Cruze,2015,Sedan,Qara,1.4 L,141 a.g.,Benzin,298 000 km,Avtomat,Ön,Xeyr,14 500 AZN
6599516,Bakı,Hyundai,Grandeur,2009,Sedan,Ağ,2.7 L,192 a.g.,Benzin,211 000 km,Avtomat,Ön,Xeyr,18 500 AZN
6127880,Bakı,Toyota,Corolla,2004,Universal,Göy,1.4 L,97 a.g.,Benzin,142 592 km,Mexaniki,Arxa,Xeyr,11 500 AZN
6599512,Bakı,Mercedes,C 220,1995,Sedan,Boz,2.2 L,150 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,8 000 AZN
6599511,Sumqayıt,Mercedes,E 230,1995,Sedan,Boz,2.3 L,136 a.g.,Benzin,333 000 km,Avtomat,Arxa,Xeyr,8 500 AZN
6597790,Lənkəran,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,198 000 km,Avtomat,Ön,Xeyr,19 300 AZN
6573821,Bakı,Ford,Fusion,2016,Sedan,Ağ,1.5 L,181 a.g.,Benzin,144 000 km,Avtomat,Ön,Xeyr,19 300 AZN
6588967,Xudat,Chevrolet,Niva,2007,Offroader / SUV,Boz,1.7 L,80 a.g.,Benzin,143 200 km,Mexaniki,Tam,Xeyr,8 500 AZN
6599508,Bakı,Nissan,Tiida,2012,Hetçbek / Liftbek,Qızılı,1.5 L,109 a.g.,Benzin,42 000 km,Avtomat,Ön,Xeyr,13 600 AZN
6525887,Bakı,Toyota,Prius,2008,Hetçbek / Liftbek,Mavi,1.5 L,76 a.g.,Hibrid,112 000 km,Avtomat,Ön,Xeyr,14 200 AZN
6599469,Oğuz,Mercedes,E 220,2002,Sedan,Göy,2.2 L,150 a.g.,Dizel,402 000 km,Avtomat,Arxa,Xeyr,16 000 AZN
6599502,Bakı,Volkswagen,Touareg,2008,Offroader / SUV,Ağ,3.6 L,280 a.g.,Benzin,147 775 km,Avtomat,Tam,Xeyr,13 000 $
6574915,Bakı,Kia,Optima,2014,Sedan,Ağ,2.0 L,274 a.g.,Benzin,209 215 km,Avtomat,Ön,Xeyr,24 300 AZN
6505686,Bakı,Mercedes,GLE 450,2019,Offroader / SUV,Yaş Asfalt,3.0 L,367 a.g.,Benzin,36 867 km,Avtomat,Tam,Xeyr,87 000 $
6599492,Bakı,Hyundai,i30,2011,Universal,Yaş Asfalt,1.6 L,116 a.g.,Dizel,166 780 km,Mexaniki,Ön,Xeyr,16 700 AZN
6599499,Bakı,Tofas,Kartal,1996,Universal,Ağ,1.6 L,86 a.g.,Benzin,300 000 km,Mexaniki,Arxa,Xeyr,3 300 AZN
6584930,Bakı,Mercedes,E 280,2000,Sedan,Göy,2.8 L,204 a.g.,Benzin,315 000 km,Avtomat,Arxa,Xeyr,12 900 AZN
6578037,Bakı,Mercedes,C 200,1998,Sedan,Ağ,2.0 L,136 a.g.,Benzin,260 420 km,Avtomat,Arxa,Xeyr,11 600 AZN
6589877,Bakı,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.6 L,309 a.g.,Benzin,198 000 km,Avtomat,Tam,Xeyr,43 800 $
6586364,Bakı,Chevrolet,Cruze,2014,Sedan,Gümüşü,1.4 L,141 a.g.,Benzin,175 000 km,Avtomat,Ön,Xeyr,15 800 AZN
6599445,Bakı,Opel,Astra,2006,Universal,Gümüşü,1.3 L,90 a.g.,Dizel,300 000 km,Mexaniki,Ön,Xeyr,7 900 AZN
6529980,Bakı,Hyundai,Sonata,2015,Sedan,Ağ,2.0 L,165 a.g.,Benzin,142 000 km,Avtomat,Ön,Xeyr,31 500 AZN
6599483,Bakı,Chevrolet,Cruze,2014,Sedan,Tünd qırmızı,1.5 L,160 a.g.,Benzin,117 000 km,Avtomat,Ön,Xeyr,14 800 AZN
6599494,Bakı,Mercedes,190,1992,Sedan,Qırmızı,2.0 L,122 a.g.,Benzin,230 201 km,Avtomat,Arxa,Xeyr,4 200 AZN
6599493,Sumqayıt,LADA (VAZ),2107,2011,Sedan,Qara,1.6 L,75 a.g.,Benzin,112 343 km,Mexaniki,Arxa,Xeyr,8 300 AZN
6599489,Bakı,BMW,528,1998,Sedan,Qara,2.8 L,193 a.g.,Benzin,412 321 km,Avtomat,Arxa,Xeyr,9 900 AZN
6599488,İmişli,Mercedes,E 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,11 000 AZN
6599487,Bakı,Mercedes,E 200,1995,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,500 460 km,Avtomat,Arxa,Xeyr,6 300 AZN
6599482,Bakı,Subaru,Impreza,2009,Hetçbek / Liftbek,Gümüşü,1.5 L,107 a.g.,Benzin,179 000 km,Avtomat,Ön,Xeyr,10 000 AZN
6306617,Bakı,Lexus,LX 570,2014,Offroader / SUV,Qara,5.7 L,383 a.g.,Benzin,125 000 km,Avtomat,Tam,Xeyr,61 500 $
6599410,Bakı,BMW,M5,2015,Sedan,Qara,4.4 L,600 a.g.,Benzin,100 000 km,Avtomat,Arxa,Xeyr,50 000 $
6599478,Lənkəran,LADA (VAZ),2106,1984,Sedan,Göy,1.6 L,75 a.g.,Benzin,225 335 km,Mexaniki,Arxa,Xeyr,4 000 AZN
6436906,Bakı,BMW,X5,2017,Offroader / SUV,Qara,3.0 L,375 a.g.,Benzin,117 500 km,Avtomat,Tam,Xeyr,58 500 $
6462139,Bakı,Hyundai,Genesis,2013,Sedan,Ağ,3.8 L,333 a.g.,Benzin,239 000 km,Avtomat,Arxa,Xeyr,18 600 $
