elan_nomresi_list,seher,marka,model,buraxilis_ili,ban_novu,reng,muherrik,muherrik_gucu,yanacaq_novu,yurus,suretler_qutusu,oturucu,yeni,qiymet
6604057,Bakı,Mercedes,S 500,2014,Sedan,Qara,4.7 L,455 a.g.,Benzin,210 000 km,Avtomat,Arxa,Xeyr,95 000 AZN
6544797,Bakı,BMW,740,2006,Sedan,Ağ,4.0 L,306 a.g.,Benzin,255 000 km,Avtomat,Arxa,Xeyr,16 500 $
6550947,Gəncə,Honda,Insight,2011,Hetçbek / Liftbek,Göy,1.3 L,88 a.g.,Hibrid,139 000 km,Variator,Ön,Xeyr,15 950 AZN
6604052,Bakı,Opel,Vectra,1996,Sedan,Qara,1.8 L,116 a.g.,Benzin,333 000 km,Avtomat,Ön,Xeyr,7 000 AZN
6326193,Şirvan,LADA (VAZ),2107,2007,Sedan,Ağ,1.6 L,75 a.g.,Benzin,87 000 km,Mexaniki,Arxa,Xeyr,7 900 AZN
6604051,Şamaxı,Kia,Rio,2021,Sedan,Ağ,1.6 L,123 a.g.,Benzin,33 000 km,Avtomat,Ön,Xeyr,33 500 AZN
6604047,Sumqayıt,Chevrolet,Cruze,2012,Sedan,Ağ,1.4 L,141 a.g.,Benzin,240 000 km,Avtomat,Ön,Xeyr,13 900 AZN
6604045,Naftalan,Opel,Vectra,1996,Sedan,Qızılı,2.0 L,136 a.g.,Benzin,146 500 km,Avtomat,Ön,Xeyr,3 200 AZN
6604044,Bakı,BMW,530,2017,Sedan,Boz,2.0 L,249 a.g.,Benzin,25 000 km,Avtomat,Tam,Xeyr,41 500 $
6564008,Bakı,Toyota,Corolla,2018,Sedan,Ağ,1.8 L,136 a.g.,Benzin,112 000 km,Avtomat,Ön,Xeyr,27 900 AZN
6604043,Bakı,Nissan,Altima,2007,Sedan,Qara,2.5 L,177 a.g.,Benzin,389 000 km,Variator,Ön,Xeyr,15 000 AZN
6376919,Bakı,Rolls-Royce,Ghost,2018,Sedan,Qara,6.0 L,570 a.g.,Benzin,45 000 km,Avtomat,Arxa,Xeyr,238 000 $
6549510,Bakı,Toyota,Land Cruiser,2019,Offroader / SUV,Qara,4.0 L,282 a.g.,Benzin,65 000 km,Avtomat,Tam,Xeyr,72 000 $
6604035,Sumqayıt,Audi,Q7,2007,Offroader / SUV,Ağ,3.6 L,280 a.g.,Benzin,198 000 km,Avtomat,Tam,Xeyr,24 800 AZN
6604030,Lənkəran,Mercedes,190,1995,Sedan,Gümüşü,1.8 L,109 a.g.,Benzin,273 548 km,Mexaniki,Arxa,Xeyr,5 500 AZN
6604026,Bakı,Maserati,Quattroporte,2011,Sedan,Ağ,4.7 L,440 a.g.,Benzin,101 000 km,Avtomat,Arxa,Xeyr,25 500 $
6328609,Bakı,Hyundai,Santa Fe,2008,Offroader / SUV,Qara,2.7 L,185 a.g.,Benzin,132 200 km,Avtomat,Tam,Xeyr,22 900 AZN
6604023,Bakı,Hyundai,Sonata,2011,Sedan,Ağ,2.4 L,178 a.g.,Benzin,321 000 km,Avtomat,Ön,Xeyr,19 200 AZN
6604021,Gəncə,LADA (VAZ),2106,1984,Sedan,Qırmızı,1.6 L,75 a.g.,Benzin,100 000 km,Mexaniki,Arxa,Xeyr,2 900 AZN
6512684,Bakı,Land Rover,Range Rover,2013,Offroader / SUV,Yaş Asfalt,5.0 L,510 a.g.,Benzin,155 000 km,Avtomat,Tam,Xeyr,59 000 $
6424019,Bakı,Land Rover,Range Rover,2010,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,143 000 km,Avtomat,Tam,Xeyr,29 000 $
6228098,Bakı,Mercedes,GLB 250,2020,Offroader / SUV,Ağ,2.0 L,224 a.g.,Benzin,3 200 km,Avtomat,Tam,Xeyr,54 900 $
6505832,Bakı,Toyota,Camry,2017,Sedan,Ağ,2.5 L,200 a.g.,Benzin,65 000 km,Avtomat,Ön,Xeyr,20 500 $
6250528,Bakı,Kia,Rio,2015,Sedan,Göy,1.6 L,123 a.g.,Benzin,134 000 km,Avtomat,Ön,Xeyr,16 900 AZN
6289468,Bakı,Jeep,Wrangler,2014,Offroader / SUV,Yaş Asfalt,3.6 L,272 a.g.,Benzin,257 000 km,Avtomat,Tam,Xeyr,28 500 $
6511686,Bakı,Mercedes,CLA 250,2015,Sedan,Yaş Asfalt,2.0 L,211 a.g.,Benzin,65 000 km,Avtomat,Ön,Xeyr,25 900 $
6604011,Bakı,LADA (VAZ),21099,1996,Sedan,Bej,1.5 L,78 a.g.,Benzin,999 999 km,Mexaniki,Ön,Xeyr,3 300 AZN
6604015,Sumqayıt,Hyundai,ix35,2010,Offroader / SUV,Ağ,2.0 L,167 a.g.,Benzin,167 000 km,Avtomat,Tam,Xeyr,23 500 AZN
6604010,Bakı,BMW,X5,2013,Offroader / SUV,Yaş Asfalt,3.0 L,306 a.g.,Dizel,175 000 km,Avtomat,Arxa,Xeyr,29 500 $
6604001,Bakı,Audi,Q5,2014,Offroader / SUV,Boz,2.0 L,230 a.g.,Benzin,78 300 km,Avtomat,Ön,Xeyr,25 500 $
6604007,Bakı,Hyundai,Sonata,2004,Sedan,Qara,2.0 L,131 a.g.,Benzin,410 000 km,Avtomat,Ön,Xeyr,7 900 AZN
6604007,Bakı,Hyundai,Sonata,2004,Sedan,Qara,2.0 L,131 a.g.,Benzin,410 000 km,Avtomat,Ön,Xeyr,7 900 AZN
6604005,Bakı,Nissan,Altima,2005,Sedan,Qara,2.5 L,177 a.g.,Benzin,288 650 km,Avtomat,Ön,Xeyr,6 800 AZN
6604004,Bakı,Kia,Sportage,2012,Offroader / SUV,Ağ,2.0 L,184 a.g.,Dizel,42 500 km,Avtomat,Ön,Xeyr,32 400 AZN
6603996,Bakı,Mazda,CX-9,2014,Offroader / SUV,Ağ,3.7 L,277 a.g.,Benzin,117 000 km,Avtomat,Tam,Xeyr,37 000 AZN
6603997,Bakı,Mercedes,E 220,1993,Sedan,Boz,2.2 L,150 a.g.,Benzin,425 000 km,Avtomat,Arxa,Xeyr,10 500 AZN
6603995,Bakı,Chevrolet,Malibu,2017,Sedan,Qara,1.5 L,160 a.g.,Benzin,110 000 km,Avtomat,Ön,Xeyr,18 500 AZN
6562420,Neftçala,LADA (VAZ),Niva,2013,Offroader / SUV,Qızılı,1.7 L,80 a.g.,Benzin,172 000 km,Mexaniki,Tam,Xeyr,11 000 AZN
6570088,Bakı,Kia,Rio,2009,Hetçbek / Liftbek,Qara,1.4 L,97 a.g.,Benzin,147 000 km,Mexaniki,Ön,Xeyr,12 100 AZN
6603993,Bakı,Mercedes,E 250,1992,Sedan,Qəhvəyi,2.5 L,125 a.g.,Dizel,100 000 km,Mexaniki,Arxa,Xeyr,6 800 AZN
6603989,Bakı,LADA (VAZ),2114,2012,Hetçbek / Liftbek,Ağ,1.6 L,80 a.g.,Benzin,260 000 km,Mexaniki,Ön,Xeyr,9 500 AZN
6603991,Bakı,Land Rover,Range Rover,2015,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,96 000 km,Avtomat,Tam,Xeyr,86 500 $
6591997,Bakı,Mercedes,C 230,2006,Sedan,Qara,2.5 L,204 a.g.,Benzin,329 000 km,Avtomat,Arxa,Xeyr,12 400 AZN
6568046,Bakı,Hyundai,Sonata,2014,Sedan,Ağ,2.0 L,274 a.g.,Benzin,84 000 km,Avtomat,Arxa,Xeyr,30 900 AZN
6603984,Bakı,LADA (VAZ),Granta,2018,Sedan,Ağ,1.6 L,106 a.g.,Benzin,275 000 km,Avtomat,Ön,Xeyr,12 800 AZN
6603887,Bakı,Tofas,Sahin,2004,Sedan,Qara,1.6 L,86 a.g.,Benzin,37 776 km,Mexaniki,Arxa,Xeyr,6 250 AZN
6603925,Bakı,Mercedes,S 350,2003,Sedan,Qara,3.7 L,245 a.g.,Benzin,208 000 km,Avtomat,Arxa,Xeyr,15 400 AZN
6603977,Sumqayıt,Hyundai,i30,2010,Universal,Ağ,1.4 L,109 a.g.,Benzin,159 000 km,Mexaniki,Ön,Xeyr,13 500 AZN
6602324,Bakı,Chevrolet,Cruze,2017,Sedan,Ağ,1.8 L,141 a.g.,Benzin,68 000 km,Avtomat,Ön,Xeyr,13 000 $
6603982,Bakı,Kia,Optima,2011,Sedan,Ağ,2.4 L,180 a.g.,Benzin,213 000 km,Avtomat,Ön,Xeyr,18 500 AZN
6593725,Bakı,Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,2.0 L,184 a.g.,Dizel,174 000 km,Avtomat,Ön,Xeyr,41 800 AZN
6242347,Bakı,Ford,Edge,2012,Offroader / SUV,Qara,3.5 L,288 a.g.,Benzin,156 000 km,Avtomat,Tam,Xeyr,25 400 AZN
6603979,Bakı,Kia,Sportage,2013,Offroader / SUV,Qara,2.0 L,163 a.g.,Benzin,267 000 km,Avtomat,Ön,Xeyr,24 800 AZN
6428438,Bakı,Mercedes,C 230,1999,Sedan,Göy,2.3 L,193 a.g.,Benzin,279 500 km,Avtomat,Arxa,Xeyr,14 000 AZN
6603976,Bakı,Kia,Rio,2013,Sedan,Qara,1.4 L,107 a.g.,Benzin,152 000 km,Avtomat,Ön,Xeyr,17 200 AZN
6603974,Bakı,Mercedes,190,1990,Sedan,Bej,2.0 L,122 a.g.,Benzin,400 000 km,Avtomat,Arxa,Xeyr,4 800 AZN
6603264,Bakı,Mercedes,G 63 AMG,2014,Offroader / SUV,Ağ,5.5 L,544 a.g.,Benzin,72 000 km,Avtomat,Tam,Xeyr,81 000 $
6603966,Bakı,Mercedes,E 270,2003,Sedan,Gümüşü,2.7 L,177 a.g.,Dizel,500 000 km,Avtomat,Arxa,Xeyr,16 500 AZN
6603968,Bakı,Mercedes,C 200,2000,Universal,Gümüşü,2.0 L,136 a.g.,Benzin,386 000 km,Avtomat,Arxa,Xeyr,12 300 AZN
6603958,Gəncə,Mercedes,E 300,1995,Sedan,Gümüşü,3.0 L,147 a.g.,Dizel,791 040 km,Avtomat,Arxa,Xeyr,7 500 AZN
6603957,Bakı,Fiat,500,2011,Hetçbek / Liftbek,Qara,1.4 L,102 a.g.,Benzin,136 000 km,Avtomat,Ön,Xeyr,15 000 AZN
6603967,Bakı,Toyota,Land Cruiser,2022,Offroader / SUV,Ağ,4.0 L,271 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,90 500 $
6559116,Bakı,Chevrolet,Aveo,2012,Sedan,Qırmızı,1.4 L,100 a.g.,Benzin,144 000 km,Avtomat,Ön,Xeyr,12 300 AZN
6600091,Sumqayıt,Hyundai,Santa Fe,2007,Offroader / SUV,Gümüşü,2.2 L,197 a.g.,Dizel,185 000 km,Avtomat,Tam,Xeyr,21 500 AZN
6564108,Bakı,BMW,X5,2001,Offroader / SUV,Qara,4.4 L,286 a.g.,Benzin,205 000 km,Avtomat,Tam,Xeyr,15 900 AZN
5714536,Bakı,Mercedes,ML 320,2008,Offroader / SUV,Qara,3.0 L,224 a.g.,Dizel,330 000 km,Avtomat,Tam,Xeyr,24 000 $
6603953,Bakı,Hyundai,Tucson,2008,Offroader / SUV,Qara,2.0 L,141 a.g.,Benzin,165 000 km,Avtomat,Tam,Xeyr,17 700 AZN
6224637,Bakı,Toyota,Land Cruiser,2022,Offroader / SUV,Qara,4.0 L,271 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,90 500 $
6549025,Şirvan,LADA (VAZ),Niva,2011,Offroader / SUV,Ağ,1.7 L,200 a.g.,Benzin,110 000 km,Mexaniki,Tam,Xeyr,25 000 AZN
6603945,Bakı,Hyundai,Sonata,2004,Sedan,Gümüşü,2.0 L,133 a.g.,Benzin,371 000 km,Mexaniki,Ön,Xeyr,7 800 AZN
6603936,Gəncə,Mercedes,C 200,1996,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,410 553 km,Avtomat,Arxa,Xeyr,8 500 AZN
6603944,Quba,LADA (VAZ),2107,2010,Sedan,Qara,1.6 L,75 a.g.,Benzin,154 575 km,Mexaniki,Arxa,Xeyr,7 200 AZN
6603942,Biləsuvar,Saipa,Tiba,2013,Sedan,Ağ,1.5 L,87 a.g.,Benzin,300 000 km,Mexaniki,Ön,Xeyr,7 300 AZN
6603941,Bakı,Volkswagen,Passat,2007,Sedan,Qara,2.0 L,200 a.g.,Benzin,215 000 km,Avtomat,Ön,Xeyr,11 500 AZN
6603937,Bakı,LADA (VAZ),2115,2015,Sedan,Ağ,1.6 L,80 a.g.,Benzin,170 000 km,Mexaniki,Ön,Xeyr,8 000 AZN
6603940,Bakı,Opel,Astra,2006,Hetçbek / Liftbek,Yaş Asfalt,1.3 L,90 a.g.,Dizel,250 000 km,Mexaniki,Ön,Xeyr,9 800 AZN
6603933,Bakı,Honda,Insight,2013,Hetçbek / Liftbek,Qara,1.3 L,88 a.g.,Hibrid,322 000 km,Variator,Ön,Xeyr,13 700 AZN
5555743,Bakı,Toyota,Land Cruiser,2011,Offroader / SUV,Qara,4.0 L,282 a.g.,Benzin,210 000 km,Avtomat,Tam,Xeyr,37 500 $
6603931,İmişli,LADA (VAZ),2107,1991,Sedan,Ağ,1.6 L,75 a.g.,Benzin,235 000 km,Mexaniki,Arxa,Xeyr,4 000 AZN
6603933,Bakı,Honda,Insight,2013,Hetçbek / Liftbek,Qara,1.3 L,88 a.g.,Hibrid,322 000 km,Variator,Ön,Xeyr,13 700 AZN
5555743,Bakı,Toyota,Land Cruiser,2011,Offroader / SUV,Qara,4.0 L,282 a.g.,Benzin,210 000 km,Avtomat,Tam,Xeyr,37 500 $
6603931,İmişli,LADA (VAZ),2107,1991,Sedan,Ağ,1.6 L,75 a.g.,Benzin,235 000 km,Mexaniki,Arxa,Xeyr,4 000 AZN
6603926,Bakı,Mercedes,C 230,1999,Sedan,Qara,2.3 L,193 a.g.,Benzin,162 000 km,Avtomat,Arxa,Xeyr,13 200 AZN
6603923,Bakı,Dodge,Charger,2012,Sedan,Ağ,3.6 L,292 a.g.,Benzin,140 000 km,Avtomat,Arxa,Xeyr,32 000 AZN
6603922,Bakı,GAZ,24-10,1988,Sedan,Qara,2.4 L,130 a.g.,Benzin,355 000 km,Mexaniki,Arxa,Xeyr,4 200 AZN
6530016,Bakı,Toyota,Prius,2006,Hetçbek / Liftbek,Qızılı,1.5 L,76 a.g.,Hibrid,260 000 km,Variator,Ön,Xeyr,8 500 $
6603915,Gəncə,Chevrolet,Cruze,2014,Sedan,Göy,1.4 L,140 a.g.,Benzin,116 000 km,Avtomat,Ön,Xeyr,15 200 AZN
6603910,Zaqatala,LADA (VAZ),2106,1987,Sedan,Sarı,1.5 L,72 a.g.,Benzin,66 688 km,Mexaniki,Arxa,Xeyr,4 300 AZN
6603909,Bakı,Chevrolet,Malibu,2018,Sedan,Qara,1.5 L,160 a.g.,Benzin,128 000 km,Avtomat,Ön,Xeyr,19 500 AZN
6603908,Bakı,Opel,Astra,2005,Hetçbek / Liftbek,Göy,1.4 L,90 a.g.,Benzin,150 380 km,Mexaniki,Ön,Xeyr,11 800 AZN
6603906,Bakı,Kia,Sportage,2006,Offroader / SUV,Qara,2.0 L,141 a.g.,Benzin,235 000 km,Avtomat,Tam,Xeyr,16 900 AZN
6603903,Bakı,Volkswagen,ID.6,2022,Offroader / SUV,Göy,0.0 L,204 a.g.,Elektro,0 km,Avtomat,Arxa,Bəli,56 000 $
6603905,Bakı,Opel,Astra,1996,Universal,Qızılı,1.6 L,75 a.g.,Benzin,429 000 km,Avtomat,Ön,Xeyr,4 800 AZN
6423058,Bakı,LADA (VAZ),2106,1980,Sedan,Bej,1.6 L,75 a.g.,Benzin,333 656 km,Mexaniki,Arxa,Xeyr,3 500 AZN
6603901,Ağstafa,LADA (VAZ),2106,1979,Sedan,Ağ,1.6 L,75 a.g.,Benzin,500 000 km,Mexaniki,Arxa,Xeyr,2 600 AZN
6603897,Bakı,Chevrolet,Aveo,2012,Hetçbek / Liftbek,Ağ,1.6 L,109 a.g.,Benzin,167 000 km,Avtomat,Ön,Xeyr,13 900 AZN
6558079,Bakı,Jeep,Grand Cherokee,2013,Offroader / SUV,Ağ,3.6 L,286 a.g.,Benzin,161 000 km,Avtomat,Tam,Xeyr,27 500 $
6603898,Bakı,Nissan,Tiida,2008,Hetçbek / Liftbek,Ağ,1.6 L,109 a.g.,Benzin,156 400 km,Avtomat,Ön,Xeyr,14 300 AZN
6603896,Bakı,Mercedes,C 230,1998,Sedan,Boz,2.3 L,193 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,8 000 AZN
6603894,Bakı,Kia,Rio,2009,Hetçbek / Liftbek,Qara,1.4 L,97 a.g.,Benzin,200 000 km,Mexaniki,Ön,Xeyr,10 500 AZN
6603891,Bakı,Mercedes,C 180,1996,Sedan,Boz,1.8 L,122 a.g.,Benzin,326 000 km,Avtomat,Arxa,Xeyr,8 900 AZN
6564385,Bakı,Hyundai,Sonata,2009,Sedan,Qara,2.4 L,174 a.g.,Benzin,230 000 km,Avtomat,Ön,Xeyr,15 000 AZN
6603881,Bakı,Toyota,Prado,2015,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,87 000 km,Avtomat,Tam,Xeyr,36 500 $
6603469,Bakı,BMW,528,2011,Sedan,Qara,2.0 L,245 a.g.,Benzin,245 000 km,Avtomat,Tam,Xeyr,31 500 AZN
6603889,İmişli,LADA (VAZ),2107,2008,Sedan,Ağ,1.6 L,75 a.g.,Benzin,250 000 km,Mexaniki,Arxa,Xeyr,5 000 AZN
6603886,Bakı,Lifan,620,2011,Sedan,Ağ,1.6 L,116 a.g.,Benzin,399 916 km,Mexaniki,Ön,Xeyr,5 700 AZN
6603888,Bakı,Mercedes,190,1991,Sedan,Mavi,2.0 L,122 a.g.,Dizel,550 000 km,Mexaniki,Arxa,Xeyr,7 500 AZN
6603882,Bakı,Opel,Vectra,1997,Sedan,Qızılı,1.6 L,101 a.g.,Benzin,200 000 km,Avtomat,Ön,Xeyr,5 800 AZN
6603880,Beyləqan,LADA (VAZ),Niva,2018,Offroader / SUV,Qara,1.7 L,80 a.g.,Benzin,85 000 km,Mexaniki,Ön,Xeyr,16 300 AZN
6603877,Tovuz,Mercedes,E 320,2004,Sedan,Gümüşü,3.2 L,204 a.g.,Dizel,453 601 km,Avtomat,Arxa,Xeyr,16 000 AZN
6424034,Bakı,Toyota,Land Cruiser,2012,Offroader / SUV,Qara,4.5 L,235 a.g.,Dizel,148 700 km,Avtomat,Tam,Xeyr,47 800 $
6603870,Bakı,Khazar,SD,2021,Sedan,Qara,1.7 L,113 a.g.,Benzin,27 000 km,Mexaniki,Ön,Xeyr,17 500 AZN
6603869,Bakı,Mercedes,S 320,1998,Sedan,Ağ,3.2 L,231 a.g.,Benzin,222 222 km,Avtomat,Arxa,Xeyr,13 000 AZN
6603867,Bakı,Tofas,Sahin,2006,Sedan,Qara,1.6 L,92 a.g.,Benzin,150 000 km,Mexaniki,Arxa,Xeyr,6 800 AZN
6603864,Gəncə,LADA (VAZ),2108,1989,Hetçbek / Liftbek,Bej,1.5 L,78 a.g.,Benzin,145 800 km,Mexaniki,Ön,Xeyr,3 400 AZN
6603863,Bakı,LADA (VAZ),Granta,2021,Sedan,Boz,1.6 L,98 a.g.,Benzin,16 000 km,Avtomat,Ön,Xeyr,19 500 AZN
6603860,Bakı,Kia,Sorento,2008,Offroader / SUV,Qara,3.3 L,248 a.g.,Benzin,267 000 km,Avtomat,Tam,Xeyr,18 500 AZN
6603856,Bakı,Ravon,Nexia R3,2017,Sedan,Ağ,1.5 L,107 a.g.,Benzin,245 122 km,Avtomat,Ön,Xeyr,10 500 AZN
6603855,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,282 000 km,Avtomat,Ön,Xeyr,16 300 AZN
6603853,Gəncə,Kia,Optima,2011,Sedan,Qara,2.4 L,180 a.g.,Benzin,166 000 km,Avtomat,Ön,Xeyr,22 700 AZN
6577944,Bakı,BMW,530,2017,Sedan,Qara,2.0 L,249 a.g.,Benzin,90 000 km,Avtomat,Arxa,Xeyr,41 500 $
6600943,Bakı,BMW,528,2013,Sedan,Qara,2.0 L,245 a.g.,Benzin,226 174 km,Avtomat,Tam,Xeyr,20 000 $
6603845,Bakı,Volkswagen,Passat,2016,Sedan,Qara,1.8 L,180 a.g.,Benzin,98 000 km,Avtomat,Ön,Xeyr,24 500 AZN
6591026,Bakı,Mercedes,G 500,2022,Offroader / SUV,Yaş Asfalt,4.0 L,422 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,258 000 $
6603843,Bakı,Volkswagen,Polo,2001,Hetçbek / Liftbek,Gümüşü,1.4 L,75 a.g.,Benzin,250 000 km,Avtomat,Ön,Xeyr,2 600 AZN
6603839,Şamaxı,Mercedes,E 230,1990,Sedan,Boz,2.3 L,150 a.g.,Benzin,417 548 km,Avtomat,Arxa,Xeyr,5 300 AZN
6546634,Bakı,Toyota,Prius,2006,Hetçbek / Liftbek,Qara,1.5 L,76 a.g.,Hibrid,175 000 km,Avtomat,Ön,Xeyr,13 000 AZN
6546634,Bakı,Toyota,Prius,2006,Hetçbek / Liftbek,Qara,1.5 L,76 a.g.,Hibrid,175 000 km,Avtomat,Ön,Xeyr,13 000 AZN
6603834,Goranboy,LADA (VAZ),Priora,2013,Hetçbek / Liftbek,Ağ,1.6 L,98 a.g.,Benzin,130 000 km,Mexaniki,Ön,Xeyr,11 800 AZN
6603831,Bakı,Chevrolet,Cruze,2014,Sedan,Ağ,1.4 L,141 a.g.,Benzin,155 000 km,Avtomat,Ön,Xeyr,14 400 AZN
6603827,Sumqayıt,Daewoo,Nexia,2005,Sedan,Ağ,1.6 L,107 a.g.,Benzin,329 580 km,Mexaniki,Ön,Xeyr,5 400 AZN
6603825,Bakı,Hyundai,i30,2007,Hetçbek / Liftbek,Qara,1.6 L,116 a.g.,Dizel,171 000 km,Mexaniki,Ön,Xeyr,12 400 AZN
6603822,Sabirabad,Mercedes,E 270,1999,Sedan,Gümüşü,2.7 L,170 a.g.,Dizel,429 675 km,Avtomat,Arxa,Xeyr,20 000 AZN
6603821,Bakı,Mercedes,E 270,2001,Sedan,Ağ,2.7 L,170 a.g.,Dizel,496 582 km,Avtomat,Arxa,Xeyr,14 999 AZN
6603293,Sumqayıt,Hyundai,Elantra,2002,Sedan,Gümüşü,2.0 L,143 a.g.,Benzin,245 768 km,Avtomat,Ön,Xeyr,6 400 AZN
6603816,Şəki,Opel,Astra,2012,Universal,Ağ,1.3 L,90 a.g.,Dizel,180 000 km,Mexaniki,Ön,Xeyr,14 800 AZN
6584871,Sumqayıt,Volkswagen,Passat,2004,Sedan,Yaş Asfalt,1.8 L,170 a.g.,Benzin,245 738 km,Avtomat,Ön,Xeyr,6 700 AZN
6603811,Bakı,Mercedes,E 250,1991,Sedan,Gümüşü,2.5 L,126 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,8 900 AZN
6508608,Bakı,Hyundai,Sonata,2012,Sedan,Qara,2.0 L,274 a.g.,Benzin,115 000 km,Avtomat,Ön,Xeyr,21 500 AZN
6585296,Bakı,Mercedes,E 350,2009,Sedan,Qara,3.5 L,272 a.g.,Benzin,251 200 km,Avtomat,Arxa,Xeyr,23 000 $
6515709,Bakı,Infiniti,FX35,2009,Offroader / SUV,Ağ,3.5 L,307 a.g.,Benzin,232 000 km,Avtomat,Tam,Xeyr,28 800 AZN
6508579,Bakı,Jeep,Grand Cherokee,2014,Offroader / SUV,Qara,3.6 L,286 a.g.,Benzin,225 000 km,Avtomat,Tam,Xeyr,27 700 $
6520089,Bakı,Kia,Optima,2013,Sedan,Qara,2.0 L,274 a.g.,Benzin,95 000 km,Avtomat,Ön,Xeyr,23 900 AZN
6528393,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,227 000 km,Avtomat,Tam,Xeyr,23 900 AZN
6587753,Sumqayıt,Volkswagen,Passat,2007,Sedan,Yaş Asfalt,2.0 L,200 a.g.,Benzin,235 478 km,Avtomat,Ön,Xeyr,8 900 AZN
6540085,Bakı,Hyundai,Sonata,2015,Sedan,Ağ,2.0 L,274 a.g.,Benzin,67 000 km,Avtomat,Ön,Xeyr,29 900 AZN
6571203,Bakı,Lexus,GX 470,2006,Offroader / SUV,Qara,4.7 L,273 a.g.,Benzin,164 000 km,Avtomat,Tam,Xeyr,21 000 $
6571186,Bakı,Kia,Sorento,2013,Offroader / SUV,Ağ,2.2 L,197 a.g.,Dizel,222 000 km,Avtomat,Tam,Xeyr,35 500 AZN
6571169,Bakı,Chevrolet,Cruze,2013,Sedan,Ağ,1.4 L,140 a.g.,Benzin,149 000 km,Avtomat,Ön,Xeyr,15 900 AZN
6587491,Bakı,Ford,Fusion,2014,Sedan,Ağ,1.5 L,181 a.g.,Benzin,127 000 km,Avtomat,Ön,Xeyr,21 900 AZN
6603801,Zaqatala,LADA (VAZ),21099,1999,Sedan,Yaşıl,1.5 L,78 a.g.,Benzin,86 000 km,Mexaniki,Ön,Xeyr,5 800 AZN
6580744,Bakı,Honda,HR-V,2018,Offroader / SUV,Göy,1.8 L,141 a.g.,Benzin,50 000 km,Variator,Tam,Xeyr,33 000 AZN
6600497,Sumqayıt,Opel,Astra,1999,Universal,Qırmızı,1.6 L,101 a.g.,Benzin,235 478 km,Avtomat,Ön,Xeyr,7 200 AZN
6603802,Bakı,LADA (VAZ),2106,1985,Sedan,Qırmızı,1.3 L,64 a.g.,Benzin,130 000 km,Mexaniki,Arxa,Xeyr,3 200 AZN
6593746,Bakı,Chevrolet,Malibu,2016,Sedan,Ağ,1.5 L,160 a.g.,Benzin,109 000 km,Avtomat,Ön,Xeyr,20 900 AZN
6560544,Bakı,Kia,Sorento,2015,Offroader / SUV,Ağ,3.5 L,280 a.g.,Benzin,155 000 km,Avtomat,Tam,Xeyr,34 200 AZN
6590046,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,119 000 km,Avtomat,Ön,Xeyr,21 800 AZN
6579099,Bakı,Chevrolet,Cruze,2014,Sedan,Qəhvəyi,1.4 L,141 a.g.,Benzin,106 000 km,Avtomat,Ön,Xeyr,15 900 AZN
6561339,Bakı,Toyota,Land Cruiser,2005,Offroader / SUV,Qara,4.5 L,212 a.g.,Benzin,272 000 km,Avtomat,Tam,Xeyr,23 900 AZN
6603800,Bakı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,520 000 km,Avtomat,Arxa,Xeyr,10 500 AZN
6536519,Bakı,Mercedes,C 200,1997,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,148 000 km,Avtomat,Arxa,Xeyr,12 800 AZN
6549221,Bakı,Mercedes,ML 350,2012,Offroader / SUV,Ağ,3.5 L,306 a.g.,Benzin,169 000 km,Avtomat,Tam,Xeyr,18 900 $
6549205,Bakı,Hyundai,Sonata,2014,Sedan,Ağ,2.0 L,274 a.g.,Benzin,100 000 km,Avtomat,Ön,Xeyr,30 800 AZN
6524834,Bakı,Mercedes,S 350,2008,Sedan,Qara,3.5 L,272 a.g.,Benzin,272 000 km,Avtomat,Arxa,Xeyr,31 900 AZN
6549214,Bakı,Volkswagen,Touareg,2012,Offroader / SUV,Ağ,3.6 L,280 a.g.,Benzin,257 000 km,Avtomat,Tam,Xeyr,17 900 $
6540087,Bakı,Lexus,RX 350,2007,Offroader / SUV,Ağ,3.5 L,273 a.g.,Benzin,207 000 km,Avtomat,Tam,Xeyr,20 200 AZN
6533152,Bakı,Kia,Sportage,2012,Offroader / SUV,Ağ,2.4 L,176 a.g.,Benzin,46 625 km,Avtomat,Tam,Xeyr,32 500 AZN
6600427,Sumqayıt,Mercedes,190,1992,Sedan,Qara,2.0 L,122 a.g.,Benzin,243 578 km,Mexaniki,Arxa,Xeyr,5 200 AZN
